id,open_price,high_price,low_price,close_price,volume,stock_id,observation_date
101,3.6,3.61,3.6,3.61,1505,1,2018-12-10 00:00:00
102,3.6,3.6,3.6,3.6,0,1,2018-12-07 00:00:00
103,3.67,3.67,3.6,3.6,700,1,2018-12-06 00:00:00
104,3.69,3.69,3.69,3.69,0,1,2018-12-05 00:00:00
105,3.69,3.69,3.69,3.69,0,1,2018-12-04 00:00:00
106,3.69,3.69,3.69,3.69,0,1,2018-12-03 00:00:00
107,3.69,3.69,3.69,3.69,0,1,2018-11-30 00:00:00
108,3.69,3.69,3.69,3.69,0,1,2018-11-29 00:00:00
109,3.69,3.69,3.69,3.69,100,1,2018-11-28 00:00:00
110,3.71,3.71,3.67,3.67,300,1,2018-11-27 00:00:00
111,3.75,3.75,3.75,3.75,0,1,2018-11-26 00:00:00
112,3.75,3.75,3.75,3.75,100,1,2018-11-23 00:00:00
113,3.75,3.75,3.75,3.75,0,1,2018-11-22 00:00:00
114,3.75,3.75,3.75,3.75,0,1,2018-11-21 00:00:00
115,3.75,3.75,3.75,3.75,0,1,2018-11-20 00:00:00
116,3.75,3.75,3.75,3.75,1000,1,2018-11-19 00:00:00
117,3.75,3.75,3.75,3.75,100,1,2018-11-16 00:00:00
118,3.74,3.74,3.74,3.74,0,1,2018-11-15 00:00:00
119,3.91,3.92,3.7,3.74,2000,1,2018-11-14 00:00:00
120,3.94,3.94,3.94,3.94,0,1,2018-11-13 00:00:00
121,3.94,3.94,3.94,3.94,0,1,2018-11-12 00:00:00
122,3.94,3.94,3.94,3.94,1000,1,2018-11-09 00:00:00
123,3.92,3.92,3.92,3.92,300,1,2018-11-08 00:00:00
124,3.88,3.9,3.88,3.9,200,1,2018-11-07 00:00:00
125,3.86,3.86,3.86,3.86,0,1,2018-11-06 00:00:00
126,3.86,3.86,3.86,3.86,0,1,2018-11-05 00:00:00
127,3.86,3.86,3.86,3.86,200,1,2018-11-02 00:00:00
128,3.68,3.87,3.68,3.87,1100,1,2018-11-01 00:00:00
129,3.68,3.68,3.68,3.68,0,1,2018-10-31 00:00:00
130,3.68,3.68,3.68,3.68,0,1,2018-10-30 00:00:00
131,3.68,3.68,3.68,3.68,1000,1,2018-10-29 00:00:00
132,3.64,3.64,3.64,3.64,1400,1,2018-10-26 00:00:00
133,3.6,3.6,3.6,3.6,100,1,2018-10-25 00:00:00
134,3.6,3.6,3.6,3.6,0,1,2018-10-24 00:00:00
135,3.6,3.6,3.6,3.6,1700,1,2018-10-23 00:00:00
136,3.6,3.6,3.6,3.6,0,1,2018-10-22 00:00:00
137,3.6,3.6,3.6,3.6,0,1,2018-10-19 00:00:00
138,3.6,3.6,3.6,3.6,0,1,2018-10-18 00:00:00
139,3.6,3.6,3.6,3.6,100,1,2018-10-17 00:00:00
140,3.61,3.61,3.6,3.6,800,1,2018-10-16 00:00:00
141,3.6,3.6,3.6,3.6,0,1,2018-10-15 00:00:00
142,3.6,3.6,3.6,3.6,0,1,2018-10-12 00:00:00
143,3.6,3.6,3.6,3.6,100,1,2018-10-11 00:00:00
144,3.61,3.61,3.6,3.61,600,1,2018-10-10 00:00:00
145,3.6,3.6,3.6,3.6,400,1,2018-10-09 00:00:00
146,3.6,3.6,3.6,3.6,300,1,2018-10-05 00:00:00
147,3.6,3.6,3.6,3.6,0,1,2018-10-04 00:00:00
148,3.6,3.6,3.6,3.6,500,1,2018-10-03 00:00:00
149,3.6,3.6,3.6,3.6,0,1,2018-10-02 00:00:00
150,3.6,3.6,3.6,3.6,0,1,2018-10-01 00:00:00
151,3.6,3.6,3.6,3.6,0,1,2018-09-28 00:00:00
152,3.6,3.6,3.6,3.6,700,1,2018-09-27 00:00:00
153,3.6,3.6,3.6,3.6,0,1,2018-09-26 00:00:00
154,3.62,3.62,3.6,3.6,1800,1,2018-09-25 00:00:00
155,3.6,3.6,3.6,3.6,0,1,2018-09-24 00:00:00
156,3.6,3.6,3.6,3.6,2100,1,2018-09-21 00:00:00
157,3.6,3.6,3.6,3.6,0,1,2018-09-20 00:00:00
158,3.6,3.6,3.6,3.6,0,1,2018-09-19 00:00:00
