id,open_price,high_price,low_price,close_price,volume,stock_id,observation_date
159,3.6,3.6,3.6,3.6,0,1,2018-09-18 00:00:00
160,3.6,3.6,3.6,3.6,0,1,2018-09-17 00:00:00
161,3.6,3.6,3.6,3.6,0,1,2018-09-14 00:00:00
162,3.6,3.6,3.6,3.6,400,1,2018-09-13 00:00:00
163,3.6,3.6,3.6,3.6,0,1,2018-09-12 00:00:00
164,3.6,3.6,3.6,3.6,0,1,2018-09-11 00:00:00
165,3.6,3.6,3.6,3.6,0,1,2018-09-10 00:00:00
166,3.6,3.6,3.6,3.6,1600,1,2018-09-07 00:00:00
167,3.56,3.58,3.56,3.58,600,1,2018-09-06 00:00:00
168,3.54,3.54,3.54,3.54,0,1,2018-09-05 00:00:00
169,3.53,3.62,3.53,3.54,1400,1,2018-09-04 00:00:00
170,3.62,3.62,3.62,3.62,0,1,2018-08-31 00:00:00
171,3.62,3.62,3.62,3.62,0,1,2018-08-30 00:00:00
172,3.62,3.62,3.62,3.62,300,1,2018-08-29 00:00:00
173,3.6,3.6,3.6,3.6,0,1,2018-08-28 00:00:00
174,3.6,3.6,3.6,3.6,300,1,2018-08-27 00:00:00
175,3.6,3.6,3.6,3.6,0,1,2018-08-24 00:00:00
176,3.6,3.6,3.6,3.6,0,1,2018-08-23 00:00:00
177,3.6,3.6,3.6,3.6,1200,1,2018-08-22 00:00:00
178,3.6,3.6,3.6,3.6,0,1,2018-08-21 00:00:00
179,3.6,3.6,3.6,3.6,1100,1,2018-08-20 00:00:00
180,3.6,3.6,3.6,3.6,200,1,2018-08-17 00:00:00
181,3.6,3.6,3.6,3.6,0,1,2018-08-16 00:00:00
182,3.6,3.6,3.6,3.6,0,1,2018-08-15 00:00:00
183,3.6,3.6,3.6,3.6,200,1,2018-08-14 00:00:00
184,3.62,3.62,3.62,3.62,0,1,2018-08-13 00:00:00
185,3.62,3.62,3.62,3.62,0,1,2018-08-10 00:00:00
186,3.62,3.62,3.62,3.62,0,1,2018-08-09 00:00:00
187,3.62,3.62,3.62,3.62,0,1,2018-08-08 00:00:00
188,3.62,3.62,3.62,3.62,0,1,2018-08-07 00:00:00
189,3.62,3.62,3.62,3.62,100,1,2018-08-03 00:00:00
190,3.6,3.6,3.6,3.6,0,1,2018-08-02 00:00:00
191,3.6,3.6,3.6,3.6,0,1,2018-08-01 00:00:00
192,3.6,3.6,3.6,3.6,0,1,2018-07-31 00:00:00
193,3.6,3.6,3.6,3.6,6800,1,2018-07-30 00:00:00
194,3.6,3.6,3.6,3.6,0,1,2018-07-27 00:00:00
195,3.6,3.6,3.6,3.6,1500,1,2018-07-26 00:00:00
196,3.6,3.6,3.6,3.6,1200,1,2018-07-25 00:00:00
197,3.6,3.6,3.6,3.6,0,1,2018-07-24 00:00:00
198,3.6,3.6,3.6,3.6,900,1,2018-07-23 00:00:00
199,3.61,3.61,3.61,3.61,0,1,2018-07-20 00:00:00
200,3.61,3.61,3.61,3.61,1200,1,2018-07-19 00:00:00
