id,open_price,high_price,low_price,close_price,volume,stock_id,observation_date
664,50.85,51.86,50.73,51.44,117300,6,2018-09-11 00:00:00
665,50.55,51.21,50.17,50.93,315700,6,2018-09-10 00:00:00
666,50.68,50.68,50.12,50.55,108600,6,2018-09-07 00:00:00
667,50.96,51.02,50.64,50.73,73500,6,2018-09-06 00:00:00
668,50.51,51.15,50.33,50.83,143600,6,2018-09-05 00:00:00
669,51.2,51.2,50.09,50.5,267800,6,2018-09-04 00:00:00
670,51.5,51.63,50.99,51.29,100600,6,2018-08-31 00:00:00
671,51.82,52.48,51.46,51.62,113300,6,2018-08-30 00:00:00
672,51.8,51.87,51.31,51.85,84400,6,2018-08-29 00:00:00
673,51.88,51.88,51.09,51.75,122500,6,2018-08-28 00:00:00
674,50.88,51.85,50.88,51.74,166200,6,2018-08-27 00:00:00
675,50.96,50.96,50.38,50.71,234500,6,2018-08-24 00:00:00
676,50.75,51,50.53,50.82,49100,6,2018-08-23 00:00:00
677,51.29,51.29,50.68,50.75,139500,6,2018-08-22 00:00:00
678,50.67,51.32,50.5,51.09,114300,6,2018-08-21 00:00:00
679,50.9,51.1,50.4,50.56,231200,6,2018-08-20 00:00:00
680,51.22,51.31,50.58,50.76,182500,6,2018-08-17 00:00:00
681,50.41,51.38,50.41,51.35,201300,6,2018-08-16 00:00:00
682,50.5,51.07,50.05,50.32,149600,6,2018-08-15 00:00:00
683,51.07,51.3,50.48,51.03,157500,6,2018-08-14 00:00:00
684,50.55,51.16,50.5,51.01,81300,6,2018-08-13 00:00:00
685,50.94,51.28,50.06,50.74,113800,6,2018-08-10 00:00:00
686,51.01,51.4,50.67,50.93,137200,6,2018-08-09 00:00:00
687,51.53,52.33,48.82,50.59,477000,6,2018-08-08 00:00:00
688,51.22,51.26,50.65,50.79,186400,6,2018-08-07 00:00:00
689,51.7,51.77,50.71,51.07,177900,6,2018-08-03 00:00:00
690,50.5,52,50.46,51.7,268700,6,2018-08-02 00:00:00
691,49.92,50.75,49.87,50.58,182500,6,2018-08-01 00:00:00
692,49.15,50.04,48.61,49.97,199500,6,2018-07-31 00:00:00
693,49.75,49.92,48.64,49.31,213800,6,2018-07-30 00:00:00
694,48.82,50,48.8,49.75,207800,6,2018-07-27 00:00:00
695,48.5,49.1,48.31,48.81,150100,6,2018-07-26 00:00:00
696,48.23,48.58,48.23,48.46,140100,6,2018-07-25 00:00:00
697,48.16,48.56,48.02,48.13,169000,6,2018-07-24 00:00:00
698,48.77,48.8,47.97,48.09,226200,6,2018-07-23 00:00:00
699,49.01,49.16,48.68,48.74,154600,6,2018-07-20 00:00:00
700,48.8,49.44,48.71,49.12,151400,6,2018-07-19 00:00:00
