id,open_price,high_price,low_price,close_price,volume,stock_id,observation_date
757,29.01,29.24,28.93,29.07,74600,7,2018-09-20 00:00:00
758,29.36,29.44,29.18,29.19,97600,7,2018-09-19 00:00:00
759,29.28,29.47,29.15,29.4,37000,7,2018-09-18 00:00:00
760,29.18,29.38,29.06,29.31,58100,7,2018-09-17 00:00:00
761,29.23,29.37,28.98,29.23,94300,7,2018-09-14 00:00:00
762,29.49,29.76,29.26,29.29,103700,7,2018-09-13 00:00:00
763,28.88,29.62,28.68,29.5,106200,7,2018-09-12 00:00:00
764,29.62,29.66,28.51,28.83,157900,7,2018-09-11 00:00:00
765,29.51,30.41,29.48,29.66,141500,7,2018-09-10 00:00:00
766,29.3,29.53,29.22,29.47,57600,7,2018-09-07 00:00:00
767,28.81,29.49,28.73,29.43,123200,7,2018-09-06 00:00:00
768,28.58,28.97,28.58,28.76,50700,7,2018-09-05 00:00:00
769,28.85,28.92,28.5,28.61,45200,7,2018-09-04 00:00:00
770,28.83,29.02,28.74,28.87,41500,7,2018-08-31 00:00:00
771,28.69,28.97,28.56,28.78,38900,7,2018-08-30 00:00:00
772,28.75,28.91,28.62,28.65,31900,7,2018-08-29 00:00:00
773,29.29,29.34,28.6,28.75,47700,7,2018-08-28 00:00:00
774,29.41,29.55,29.25,29.28,45800,7,2018-08-27 00:00:00
775,29.34,29.48,29.13,29.38,62300,7,2018-08-24 00:00:00
776,29.42,29.59,29.21,29.29,59300,7,2018-08-23 00:00:00
777,29.08,29.64,29,29.45,120800,7,2018-08-22 00:00:00
778,29.04,29.22,28.96,29.08,39100,7,2018-08-21 00:00:00
779,29.31,29.31,28.96,29.08,55800,7,2018-08-20 00:00:00
780,29.18,29.35,28.87,29.27,57800,7,2018-08-17 00:00:00
781,28.78,29.29,28.78,29.14,38700,7,2018-08-16 00:00:00
782,28.92,28.96,28.59,28.7,56700,7,2018-08-15 00:00:00
783,28.7,29.04,28.61,28.98,45500,7,2018-08-14 00:00:00
784,28.62,29,28.52,28.7,61100,7,2018-08-13 00:00:00
785,29.04,29.04,28.54,28.6,44300,7,2018-08-10 00:00:00
786,28.99,29.23,28.97,29.03,69900,7,2018-08-09 00:00:00
787,28.93,29.35,28.88,29.03,77300,7,2018-08-08 00:00:00
788,29.64,29.65,28.79,28.94,103300,7,2018-08-07 00:00:00
789,29.61,29.74,29.6,29.67,49000,7,2018-08-03 00:00:00
790,29.53,29.71,29.43,29.61,72600,7,2018-08-02 00:00:00
791,29.7,29.9,29.38,29.56,69700,7,2018-08-01 00:00:00
792,29.64,29.79,29.51,29.72,79100,7,2018-07-31 00:00:00
793,29.87,30.06,29.48,29.64,78200,7,2018-07-30 00:00:00
794,30.04,30.23,29.75,29.91,79700,7,2018-07-27 00:00:00
795,29.83,30.2,29.83,30.08,90700,7,2018-07-26 00:00:00
796,30.26,30.31,29.83,29.89,93000,7,2018-07-25 00:00:00
797,30.52,30.54,30.14,30.29,115300,7,2018-07-24 00:00:00
798,30.28,30.58,30.25,30.52,82500,7,2018-07-23 00:00:00
799,30.28,30.39,29.95,30.29,91700,7,2018-07-20 00:00:00
800,30.03,30.6,30.03,30.24,78100,7,2018-07-19 00:00:00
