id,open_price,high_price,low_price,close_price,volume,stock_id,observation_date
537,23.07,23.31,23.07,23.09,1600,5,2018-10-19 00:00:00
538,23.13,23.5,23.08,23.09,5800,5,2018-10-18 00:00:00
539,22.98,23.07,22.88,23,11000,5,2018-10-17 00:00:00
540,23.19,23.19,23,23,4300,5,2018-10-16 00:00:00
541,22.78,23.2,22.78,23.07,6400,5,2018-10-15 00:00:00
542,23.16,23.2,23,23.2,6200,5,2018-10-12 00:00:00
543,22.86,23.2,22.84,23.2,8700,5,2018-10-11 00:00:00
544,23.06,23.06,22.55,22.86,5900,5,2018-10-10 00:00:00
545,23.45,23.46,23.11,23.4,4700,5,2018-10-09 00:00:00
546,22.83,23.06,22.77,23.05,3900,5,2018-10-05 00:00:00
547,22.73,23.23,22.61,22.61,7500,5,2018-10-04 00:00:00
548,23.71,23.89,22.5,22.6,13600,5,2018-10-03 00:00:00
549,23.72,23.91,23.71,23.74,2800,5,2018-10-02 00:00:00
550,24.54,25,23.65,23.72,10400,5,2018-10-01 00:00:00
551,25,25.01,24.74,24.86,9700,5,2018-09-28 00:00:00
552,23.92,25.7,23.92,25.38,28400,5,2018-09-27 00:00:00
553,22.49,23.79,22.45,23.68,17400,5,2018-09-26 00:00:00
554,20.77,22.03,20.77,21.87,21300,5,2018-09-25 00:00:00
555,20.62,20.78,20.61,20.72,5100,5,2018-09-24 00:00:00
556,20.61,20.78,20.6,20.78,19600,5,2018-09-21 00:00:00
557,20.62,20.76,20.6,20.6,4500,5,2018-09-20 00:00:00
558,20.64,20.81,20.64,20.67,3000,5,2018-09-19 00:00:00
559,20.77,20.77,20.6,20.6,1900,5,2018-09-18 00:00:00
560,20.52,20.78,20.5,20.6,1900,5,2018-09-17 00:00:00
561,20.55,20.6,20.41,20.41,8400,5,2018-09-14 00:00:00
562,20.7,20.77,20.62,20.76,1800,5,2018-09-13 00:00:00
563,20.66,20.66,20.19,20.54,11400,5,2018-09-12 00:00:00
564,20.76,20.76,20.62,20.65,25400,5,2018-09-11 00:00:00
565,20.65,20.73,20.6,20.6,19000,5,2018-09-10 00:00:00
566,20.67,20.73,20.6,20.63,3300,5,2018-09-07 00:00:00
567,20.61,20.71,20.6,20.6,4000,5,2018-09-06 00:00:00
568,20.6,20.69,20.6,20.68,6600,5,2018-09-05 00:00:00
569,20.6,20.67,20.6,20.63,17800,5,2018-09-04 00:00:00
570,20.65,20.75,20.6,20.6,3800,5,2018-08-31 00:00:00
571,20.6,20.65,20.6,20.6,5400,5,2018-08-30 00:00:00
572,20.7,20.7,20.6,20.6,10100,5,2018-08-29 00:00:00
573,20.46,20.77,20.46,20.74,13900,5,2018-08-28 00:00:00
574,20.6,20.74,20.6,20.6,5500,5,2018-08-27 00:00:00
575,20.85,20.85,20.57,20.6,15900,5,2018-08-24 00:00:00
576,20.57,20.7,20.54,20.6,8600,5,2018-08-23 00:00:00
577,20.54,20.61,20.54,20.54,6100,5,2018-08-22 00:00:00
578,21.05,21.1,20.67,20.67,2600,5,2018-08-21 00:00:00
579,20.55,20.94,20.5,20.94,4500,5,2018-08-20 00:00:00
580,20.5,20.52,20.4,20.47,16000,5,2018-08-17 00:00:00
581,20.25,20.74,20.03,20.74,16100,5,2018-08-16 00:00:00
582,20.02,20.12,20,20.01,5900,5,2018-08-15 00:00:00
583,19.94,20.3,19.91,19.96,7900,5,2018-08-14 00:00:00
584,20.26,20.26,20.15,20.16,2800,5,2018-08-13 00:00:00
585,20.43,20.56,20.03,20.16,11600,5,2018-08-10 00:00:00
586,20.16,20.37,20.01,20.24,7900,5,2018-08-09 00:00:00
587,20.16,20.23,20.1,20.1,3200,5,2018-08-08 00:00:00
588,20.47,20.49,20,20.18,7100,5,2018-08-07 00:00:00
589,20.41,20.41,20.01,20.01,9200,5,2018-08-03 00:00:00
590,20.45,20.48,20.4,20.41,3100,5,2018-08-02 00:00:00
591,20.58,20.58,20.42,20.48,1300,5,2018-08-01 00:00:00
592,20.67,20.7,20.43,20.43,4900,5,2018-07-31 00:00:00
593,20.95,20.95,20.68,20.7,1200,5,2018-07-30 00:00:00
594,20.95,20.96,20.67,20.96,3700,5,2018-07-27 00:00:00
595,20.58,20.74,20.57,20.57,3100,5,2018-07-26 00:00:00
596,20.75,20.85,20.7,20.75,3700,5,2018-07-25 00:00:00
597,21.1,21.1,20.75,20.75,2600,5,2018-07-24 00:00:00
598,20.61,21.24,20.61,21.24,6000,5,2018-07-23 00:00:00
599,20.63,20.69,20.51,20.69,3700,5,2018-07-20 00:00:00
600,21.15,21.16,20.61,20.75,6100,5,2018-07-19 00:00:00
