id,open_price,high_price,low_price,close_price,volume,stock_id,observation_date
59,61.24,62.1,60.24,61.73,21300,9,2018-09-18 00:00:00
60,61.76,61.88,60.53,60.84,22300,9,2018-09-17 00:00:00
61,61.46,63.22,61.46,61.84,13300,9,2018-09-14 00:00:00
62,63.2,63.89,61.44,61.53,20500,9,2018-09-13 00:00:00
63,63.5,64,63.03,63.72,62200,9,2018-09-12 00:00:00
64,62,63.57,61.89,63.57,39500,9,2018-09-11 00:00:00
65,61.63,62.59,61.63,62.1,20200,9,2018-09-10 00:00:00
66,60.79,61.78,60.79,61.57,15700,9,2018-09-07 00:00:00
67,60.8,61.55,60.79,61.04,13800,9,2018-09-06 00:00:00
68,61.13,61.16,60.01,61.05,22900,9,2018-09-05 00:00:00
69,61.2,61.65,60.98,61.3,19500,9,2018-09-04 00:00:00
70,61.85,61.85,60.58,61.21,19600,9,2018-08-31 00:00:00
71,62.2,62.5,61.6,61.97,44800,9,2018-08-30 00:00:00
72,62.26,62.55,62,62.42,48200,9,2018-08-29 00:00:00
73,62.01,62.38,61.6,62.06,43800,9,2018-08-28 00:00:00
74,61.59,62.69,61.59,61.79,26700,9,2018-08-27 00:00:00
75,60.77,61.36,60.76,61.29,21400,9,2018-08-24 00:00:00
76,60.9,61,60.49,60.8,22100,9,2018-08-23 00:00:00
77,60.07,61.07,60.07,60.74,34900,9,2018-08-22 00:00:00
78,60.18,60.22,59.42,60.21,18100,9,2018-08-21 00:00:00
79,60.26,60.6,59.36,60.02,29800,9,2018-08-20 00:00:00
80,59.2,60.65,59.17,60.19,44400,9,2018-08-17 00:00:00
81,58.71,59.44,58.5,59.2,17400,9,2018-08-16 00:00:00
82,58.05,58.63,57.78,58.51,22900,9,2018-08-15 00:00:00
83,58.6,58.6,57.31,58.19,33100,9,2018-08-14 00:00:00
84,59.39,59.39,58.2,58.53,18600,9,2018-08-13 00:00:00
85,58.77,59.58,58.17,59.44,75200,9,2018-08-10 00:00:00
86,56.09,59,55.64,59,118000,9,2018-08-09 00:00:00
87,57.49,57.49,54.55,54.96,56800,9,2018-08-08 00:00:00
88,57.73,58,56.86,57.5,25600,9,2018-08-07 00:00:00
89,56.74,57.57,56.37,57.44,16100,9,2018-08-03 00:00:00
90,56.25,56.94,55.96,56.75,12800,9,2018-08-02 00:00:00
91,55.89,56.47,55.88,56.14,9200,9,2018-08-01 00:00:00
92,55.77,55.77,54.85,55.45,24500,9,2018-07-31 00:00:00
93,57.44,57.44,55.36,55.92,27700,9,2018-07-30 00:00:00
94,56.64,57.65,55.51,57.44,22900,9,2018-07-27 00:00:00
95,54.99,57.47,54.74,56.73,74500,9,2018-07-26 00:00:00
96,54.33,54.85,54,54.83,21300,9,2018-07-25 00:00:00
97,53.49,54.28,53.4,54.28,20000,9,2018-07-24 00:00:00
98,54.05,54.05,53.03,53.39,22800,9,2018-07-23 00:00:00
99,55.21,55.22,53.8,54.03,17000,9,2018-07-20 00:00:00
100,54.94,55.11,54.38,55.11,18400,9,2018-07-19 00:00:00
